,Dates,8/9/2017,11/9/2017,12/9/2017,13/9/2017,14/9/2017,15/9/2017,18/9/2017,19/9/2017,20/9/2017,21/9/2017,22/9/2017,25/9/2017,26/9/2017,27/9/2017,28/9/2017,29/9/2017,2/10/2017,3/10/2017,4/10/2017,5/10/2017,6/10/2017,9/10/2017,10/10/2017,11/10/2017,12/10/2017,13/10/2017,16/10/2017,17/10/2017,18/10/2017,19/10/2017,20/10/2017,23/10/2017,24/10/2017,25/10/2017,26/10/2017,27/10/2017,30/10/2017,31/10/2017,1/11/2017,2/11/2017,3/11/2017,6/11/2017,7/11/2017,8/11/2017,9/11/2017,10/11/2017,13/11/2017,14/11/2017,15/11/2017,16/11/2017,17/11/2017,20/11/2017,21/11/2017,22/11/2017,23/11/2017,24/11/2017,27/11/2017,28/11/2017,29/11/2017,30/11/2017,1/12/2017,4/12/2017,5/12/2017,6/12/2017,7/12/2017,8/12/2017,11/12/2017,12/12/2017,13/12/2017,14/12/2017,15/12/2017,18/12/2017,19/12/2017,20/12/2017,21/12/2017,22/12/2017,25/12/2017,26/12/2017,27/12/2017,28/12/2017,29/12/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,15/1/2018,16/1/2018,17/1/2018,18/1/2018,19/1/2018,22/1/2018,23/1/2018,24/1/2018,25/1/2018,26/1/2018,29/1/2018,30/1/2018,31/1/2018,1/2/2018,2/2/2018,5/2/2018,6/2/2018,7/2/2018,8/2/2018,9/2/2018,12/2/2018,13/2/2018,14/2/2018,15/2/2018,16/2/2018,19/2/2018,20/2/2018,21/2/2018,22/2/2018,23/2/2018,26/2/2018,27/2/2018,28/2/2018,1/3/2018,2/3/2018,5/3/2018,6/3/2018,7/3/2018,8/3/2018,9/3/2018,12/3/2018,13/3/2018,14/3/2018,15/3/2018,16/3/2018,19/3/2018,20/3/2018,21/3/2018,22/3/2018,23/3/2018,26/3/2018,27/3/2018,28/3/2018,29/3/2018,30/3/2018,2/4/2018,3/4/2018,4/4/2018,5/4/2018,6/4/2018,9/4/2018,10/4/2018,11/4/2018,12/4/2018,13/4/2018,16/4/2018,17/4/2018,18/4/2018,19/4/2018,20/4/2018,23/4/2018,24/4/2018,25/4/2018,26/4/2018,27/4/2018,30/4/2018,1/5/2018,2/5/2018,3/5/2018,4/5/2018,7/5/2018,8/5/2018,9/5/2018,10/5/2018,11/5/2018,14/5/2018,15/5/2018,16/5/2018,17/5/2018,18/5/2018,21/5/2018,22/5/2018,23/5/2018,24/5/2018,25/5/2018,28/5/2018,29/5/2018,30/5/2018,31/5/2018,1/6/2018,4/6/2018,5/6/2018,6/6/2018,7/6/2018,8/6/2018,11/6/2018,12/6/2018,13/6/2018,14/6/2018,15/6/2018,18/6/2018,19/6/2018,20/6/2018,21/6/2018,22/6/2018,25/6/2018,26/6/2018,27/6/2018,28/6/2018,29/6/2018,2/7/2018,3/7/2018,4/7/2018,5/7/2018,6/7/2018,9/7/2018,10/7/2018,11/7/2018,12/7/2018,13/7/2018,16/7/2018,17/7/2018,18/7/2018,19/7/2018,20/7/2018,23/7/2018,24/7/2018,25/7/2018,26/7/2018,27/7/2018,30/7/2018,31/7/2018,1/8/2018,2/8/2018,3/8/2018,6/8/2018,7/8/2018,8/8/2018,9/8/2018,10/8/2018,13/8/2018,14/8/2018,15/8/2018,16/8/2018,17/8/2018,20/8/2018,21/8/2018,22/8/2018,23/8/2018,24/8/2018,27/8/2018,28/8/2018,29/8/2018,30/8/2018,31/8/2018,3/9/2018,4/9/2018,5/9/2018,6/9/2018,7/9/2018
700 HK 11/29/18 C470 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.82,0.74,0.49,0.66,0.6,0.61,0.7,1.29,1.34,0.98,0.59,0.35,0.09,0.17,0.42,0.36,0.49,0.44,0.34,0.49,0.59,0.47,0.37,0.18,0.1,0.13,0.08,0.06,0.06
700 HK 11/29/18 C480 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.57,0.51,0.32,0.46,0.41,0.41,0.47,0.9,0.97,0.69,0.41,0.24,0.05,0.11,0.28,0.24,0.32,0.29,0.22,0.32,0.38,0.3,0.23,0.11,0.06,0.08,0.05,0.04,0.04
700 HK 11/29/18 C490 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,0.35,0.22,0.31,0.27,0.27,0.31,0.62,0.7,0.48,0.27,0.17,0.03,0.07,0.18,0.15,0.21,0.18,0.13,0.21,0.25,0.19,0.14,0.07,0.04,0.05,0.03,0.03,0.03
700 HK 12/28/18 C245 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
700 HK 12/28/18 C250 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.52,67.52
700 HK 12/28/18 C255 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.24,97.69,97.48,106.1,105.7,100.74,107.63,111.98,107.4,104.01,86.99,79.92,85.43,72.26,63.06,63.06
700 HK 12/28/18 C260 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92.27,95.26,99.09,105.95,114.47,111.92,103,90.93,78.89,70.01,79.5,92.85,92.64,101.2,100.81,95.86,102.72,107.06,102.5,99.12,82.23,75.21,80.67,67.68,58.7,58.7
700 HK 12/28/18 C265 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.97,87.53,90.48,94.26,101.07,109.56,107.03,98.16,86.19,74.31,64.52,74.83,88.05,87.84,96.33,95.94,91.02,97.84,102.16,97.62,94.25,77.53,70.57,75.96,63.19,54.48,54.48
700 HK 12/28/18 C270 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.7,78.34,82.85,85.74,89.46,96.22,104.67,102.17,93.36,81.51,69.81,60.14,70.24,83.3,83.1,91.49,91.11,86.22,92.99,97.29,92.77,89.41,72.9,66.02,71.33,58.81,50.39,50.39
700 HK 12/28/18 C275 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112.51,127.02,137.39,126.44,129.38,130.72,123.1,131.88,134.34,130.26,132.24,137.47,137.47,137.47,136.86,139.28,137.11,137.11,148.09,152.32,161.27,162.69,167.83,172.67,169.45,158.99,171,162.54,172.66,177.29,176.28,180.72,187.96,202.19,196.82,187.05,199.14,199.42,189.96,191.79,188.09,181.19,169.77,141,145.35,149.89,138.15,139.54,151.28,161.86,174.9,174.9,174.9,173.52,185.39,175.74,181.15,180.85,173.93,160.58,174.83,164.35,153.87,167.1,162.61,171.02,174.67,187.05,189.68,190.38,195.38,192.18,188.91,193.55,189.54,166.98,148.28,154.06,159.39,140.23,137.59,137.59,137.59,136.95,125.91,125.91,133.37,141.5,144.1,146.47,144.37,135.04,133.95,124.18,126.61,132.01,126.61,120.53,122.97,113.49,109.04,114.87,117.4,117.4,119.64,112.43,110.32,108,118.24,122.05,133.27,135.79,138.61,125.14,123.19,137.6,138.43,135.4,135.4,134.45,134.39,131.42,132.53,129.37,122.49,126.54,131.27,142.56,147.49,152.46,156.65,142.56,146.45,144.79,142.56,139.35,137.33,137.33,124.27,127.61,124.22,124.8,116.3,113.52,105.11,106.59,121.16,121.16,118.24,110.87,113.4,114.39,123.53,114.46,107.19,107.73,108.66,108.93,103.43,105.53,103.15,104.07,98.57,102.75,107.28,102.38,100.51,94.79,83.31,83.01,73.8,78.24,81.07,84.72,91.4,99.82,97.34,88.6,76.9,65.41,55.88,65.74,78.61,78.41,86.7,86.32,81.47,88.18,92.45,87.96,84.63,68.35,61.58,66.78,54.56,46.46,46.46
700 HK 12/28/18 C280 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119.07,107.33,98.65,108.65,122.9,133.27,122.31,125.26,126.61,119.13,123.93,130.22,126.13,128.12,133.34,133.34,133.34,128.9,135.02,132.89,132.89,143.73,147.96,156.76,158.18,163.29,168.13,164.91,154.56,166.46,158,168.12,172.72,171.74,176.15,183.28,197.51,192.14,182.04,194.46,194.74,185.3,187.13,183.41,176.12,165.23,136.69,140.99,145.53,133.8,135.17,146.77,157.31,170.31,170.31,170.31,168.88,180.7,170.86,176.49,176.23,169.38,156.03,170.24,159.8,149.4,162.55,158.07,166.48,170.06,182.37,185,185.66,190.65,187.49,184.22,188.87,184.85,162.41,143.73,149.5,154.72,135.67,133.03,133.03,133.03,132.38,121.5,121.5,128.8,136.79,139.4,141.76,139.58,130.45,129.24,119.6,121.9,127.28,121.9,115.82,118.26,108.87,104.45,110.16,112.69,112.69,114.92,107.79,105.73,103.42,113.65,117.39,128.57,131.07,133.82,120.43,118.48,132.8,133.61,130.57,130.57,129.65,129.57,126.62,127.71,124.56,117.72,121.73,126.44,137.71,142.62,147.59,151.77,137.72,141.59,139.91,137.68,134.47,132.46,132.46,119.44,122.77,119.38,119.96,111.5,108.73,100.37,101.82,116.33,116.33,113.44,106.11,108.62,109.6,118.7,109.67,102.43,102.96,103.88,104.12,98.65,100.73,98.36,99.26,93.8,97.97,102.48,97.61,95.74,90.05,78.71,78.39,69.35,73.71,76.46,80.04,86.63,94.99,93,83.9,72.37,61.12,51.76,61.34,74,73.8,81.95,81.59,76.78,83.42,87.65,83.2,79.89,63.91,57.24,62.34,50.44,43.97,43.97
700 HK 12/28/18 C285 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115.23,103.48,95.06,104.8,118.86,129.15,118.35,121.39,122.64,115.28,123.56,126.11,122.01,123.99,129.22,129.22,129.22,128.4,130.89,128.76,128.76,139.37,143.6,152.4,153.82,158.84,163.59,160.39,150.2,161.92,153.64,163.57,168.17,167.2,171.61,178.67,192.83,187.47,176.99,189.79,190.07,180.76,182.59,178.87,171.57,160.72,132.56,136.73,141.16,129.67,130.8,142.4,152.76,165.76,165.76,165.76,164.33,176.02,165.99,171.94,171.68,164.83,151.48,165.69,155.25,145.03,158.04,153.55,161.93,165.51,177.68,180.31,180.97,185.96,182.8,179.54,184.18,180.16,157.86,139.32,144.94,150.46,131.23,128.6,128.6,128.6,127.81,117.11,117.11,124.26,132.09,134.83,137.17,134.87,125.87,120.89,115.02,117.31,122.56,117.23,111.23,113.6,104.28,99.86,105.57,108.07,108.07,110.24,103.2,101.15,98.97,109.07,112.8,123.86,126.36,129.1,115.77,113.77,128.01,128.82,125.79,125.79,124.88,124.78,121.85,122.92,119.79,112.99,116.96,121.65,132.89,137.77,142.74,146.92,132.9,136.75,135.06,132.82,129.61,127.6,127.6,114.65,117.96,114.58,115.15,106.73,103.98,95.69,97.11,111.54,111.54,108.68,101.39,103.89,104.8,113.89,104.91,97.71,98.23,99.14,99.35,93.92,95.97,93.61,94.5,89.09,93.24,97.73,92.9,91.01,85.36,74.19,73.85,65,69.27,71.94,75.43,81.92,90.21,89.04,79.26,67.94,56.95,47.78,57.06,69.47,69.28,77.27,76.92,72.17,78.72,82.91,78.5,75.22,59.57,53.04,58,46.48,39.09,39.09
700 HK 12/28/18 C290 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108.41,111.4,99.73,91.53,100.95,115.01,125.02,114.5,117.55,118.8,111.44,116.25,122.27,118.16,120.01,125.09,125.09,125.09,120.64,126.76,124.63,124.63,135.24,139.26,148.04,149.46,154.48,159.16,156.02,145.83,157.48,149.27,159.03,163.63,162.66,167.06,174.13,188.16,184.71,172.45,185.26,185.5,176.22,178.05,174.33,167.03,156.35,128.43,132.6,136.83,125.53,126.65,138.03,148.32,161.21,161.21,161.21,159.77,171.45,163.42,167.39,167.14,160.29,147.11,161.14,150.88,140.66,153.67,149.18,157.4,160.96,173.04,175.62,176.28,181.27,178.12,174.93,179.49,175.48,153.31,134.94,140.38,145.6,126.85,124.21,124.21,124.21,123.41,112.72,112.72,119.86,127.5,130.26,132.6,130.16,124.95,119.87,110.52,112.72,117.91,112.64,106.64,109.01,99.77,95.44,100.98,103.48,103.48,105.65,98.65,96.67,94.55,104.59,108.22,119.25,121.7,124.4,111.19,109.18,123.3,124.07,121.04,121.04,120.15,120.04,117.12,118.17,115.06,109.48,112.23,116.89,128.09,132.96,137.91,142.09,128.12,131.94,130.23,127.99,124.79,122.77,122.77,109.89,113.18,109.82,110.38,102.02,99.28,91.06,92.44,106.79,106.79,103.96,96.73,99.2,100.1,109.12,100.2,93.06,93.56,94.45,94.64,89.25,91.27,88.92,89.79,84.43,88.57,93.03,88.25,86.35,80.75,69.76,69.4,60.76,64.93,67.52,70.9,77.27,85.48,83.15,74.7,63.61,52.91,43.96,52.91,65.04,64.85,72.67,72.32,67.64,75.08,78.22,73.87,70.63,55.36,48.97,53.8,42.68,35.67,35.67
